chr	start_gene	end_gene	strand_gene	gene_name	ensembl_id	gene_type
chr12	97532691	97532958	+	ENSG00000274819	ENSG00000274819	misc_RNA
chr12	49184686	49189080	-	TUBA1A	ENSG00000167552	protein_coding
chr19	10315471	10320678	-	ENSG00000267303	ENSG00000267303	protein_coding
chr2	74832655	74833987	-	HK2-DT	ENSG00000272711	lncRNA
chr14	102545254	102555826	+	LINC02323	ENSG00000259230	lncRNA
chr20	51902291	51902395	+	RNU6-347P	ENSG00000252467	snRNA
chr21	30755015	30755428	-	KRTAP21-1	ENSG00000187005	protein_coding
chr20	5318268	5503189	+	ENSG00000266908	ENSG00000266908	lncRNA
chr22	37215738	37215891	-	ENSG00000226233	ENSG00000226233	processed_pseudogene
chr13	66302834	67230445	-	PCDH9	ENSG00000184226	protein_coding
chr9	34702953	34774466	+	ENSG00000288583	ENSG00000288583	lncRNA
chr6	170135374	170142926	+	ENSG00000288162	ENSG00000288162	lncRNA
chr3	156441157	156446905	-	KCNAB1-AS1	ENSG00000242370	lncRNA
chr2	183607442	183608119	-	CACYBPP2	ENSG00000177855	processed_pseudogene
chr10	132520827	132522449	-	LINC01165	ENSG00000229081	lncRNA
chr6	31686955	31703356	-	ABHD16A	ENSG00000204427	protein_coding
chr9	4768617	4769895	-	ECM1P1	ENSG00000270639	processed_pseudogene
chr21	34513142	34615113	-	RCAN1	ENSG00000159200	protein_coding
chr17	77152561	77152674	-	RNU4-47P	ENSG00000222808	snRNA
chr1	187632166	187632439	+	ENSG00000274702	ENSG00000274702	processed_pseudogene
chr3	12825768	12871919	+	ENSG00000289809	ENSG00000289809	protein_coding
chr6	41033627	41097787	-	OARD1	ENSG00000124596	protein_coding
chr10	43777562	43778825	-	LINC02658	ENSG00000234973	lncRNA
chr15	42158701	42208307	-	VPS39	ENSG00000166887	protein_coding
chr9	109532830	109534332	-	YBX1P6	ENSG00000213539	processed_pseudogene
chrX	150568417	150673143	+	MTM1	ENSG00000171100	protein_coding
chr6	31275572	31278754	+	USP8P1	ENSG00000214892	processed_pseudogene
chr12	22596228	22596551	+	ENSG00000256774	ENSG00000256774	processed_pseudogene
chr5	2745845	2751677	-	IRX2	ENSG00000170561	protein_coding
chr3	116582552	116582830	-	RN7SL582P	ENSG00000241156	misc_RNA
chr1	30576655	30576825	-	ENSG00000289710	ENSG00000289710	protein_coding
chr12	62334091	62334197	-	RNU6-595P	ENSG00000200814	snRNA
chr17	43473585	43473690	+	RNU6-971P	ENSG00000252729	snRNA
chr20	50162633	50166233	-	LINC01275	ENSG00000237595	lncRNA
chr5	179377505	179378865	+	ENSG00000253979	ENSG00000253979	lncRNA
chr16	56617563	56618680	+	MT1L	ENSG00000260549	transcribed_unprocessed_pseudogene
chr3	25718944	25790039	-	NGLY1	ENSG00000151092	protein_coding
chr9	62802320	62802438	-	RNA5SP283	ENSG00000202474	rRNA_pseudogene
chr8	9151695	9425524	+	PPP1R3B-DT	ENSG00000248538	lncRNA
chr3	181146233	181146463	+	MATR3P2	ENSG00000242140	processed_pseudogene
chr2	109732731	109733136	+	SRSF3P6	ENSG00000233307	processed_pseudogene
chr11	125094389	125111763	-	TMEM218	ENSG00000150433	protein_coding
chr7	113118666	113119137	+	ENSG00000289630	ENSG00000289630	lncRNA
chr11	50290749	50290933	+	ENSG00000255001	ENSG00000255001	processed_pseudogene
chr9	130713043	130887675	+	ABL1	ENSG00000097007	protein_coding
chr20	58876592	58876981	-	ENSG00000270951	ENSG00000270951	lncRNA
chr12	20368537	20688583	+	PDE3A	ENSG00000172572	protein_coding
chr1	1385711	1399335	-	CCNL2	ENSG00000221978	protein_coding
chr15	57325472	57326447	-	NDUFB10P1	ENSG00000260870	processed_pseudogene
chr16	21519830	21520365	-	SLC7A5P2	ENSG00000258186	transcribed_processed_pseudogene
chr15	60642054	60659791	+	ENSG00000287508	ENSG00000287508	lncRNA
chr2	3688021	3688981	-	GAPDHP48	ENSG00000232718	processed_pseudogene
chr2	203074685	203075142	-	RPL23AP36	ENSG00000225124	processed_pseudogene
chr18	68992718	68993375	-	ENSG00000264236	ENSG00000264236	processed_pseudogene
chr12	67065018	67065278	-	ENSG00000279310	ENSG00000279310	TEC
chr22	21379382	21379701	-	Metazoa_SRP	ENSG00000273846	misc_RNA
chr9	127300093	127300982	-	ENSG00000229369	ENSG00000229369	processed_pseudogene
chr4	112647874	112647941	-	MIR367	ENSG00000199169	miRNA
chrX	123603139	123603931	+	FERP1	ENSG00000232149	processed_pseudogene
chr13	22897341	22898005	-	BASP1P1	ENSG00000230535	processed_pseudogene
chr11	60841806	60851081	-	CCDC86-AS1	ENSG00000256813	lncRNA
chr21	26459903	26460214	-	ENSG00000273115	ENSG00000273115	lncRNA
chr13	60613608	60613734	+	RNA5SP31	ENSG00000223076	rRNA_pseudogene
chr3	25858525	25873748	-	LINC00692	ENSG00000230891	lncRNA
chr22	22026076	22026593	+	IGLVI-70	ENSG00000253239	IG_V_pseudogene
chr2	58429434	58479766	-	ENSG00000289529	ENSG00000289529	lncRNA
chr5	71132993	71133287	+	CDH12P4	ENSG00000253900	unprocessed_pseudogene
chr1	99698242	99699178	+	HMGB3P10	ENSG00000223656	processed_pseudogene
chr5	93360779	93585649	-	NR2F1-AS1	ENSG00000237187	lncRNA
chr15	95034108	95047108	-	ENSG00000258433	ENSG00000258433	lncRNA
chr3	63819299	63848636	+	C3orf49	ENSG00000163632	protein_coding
chr9	25088811	25089151	-	RN7SKP120	ENSG00000222693	misc_RNA
chr7	56631739	56632727	-	TRIM60P16	ENSG00000229909	processed_pseudogene
chr12	23529504	24562544	-	SOX5	ENSG00000134532	protein_coding
chr11	32435738	32435846	+	ENSG00000278822	ENSG00000278822	misc_RNA
chr16	31527900	31528803	+	AHSP	ENSG00000169877	protein_coding
chr14	102592649	102730561	+	RCOR1	ENSG00000089902	protein_coding
chr4	173322206	173329694	-	ENSG00000248774	ENSG00000248774	lncRNA
chr12	123602077	123620943	+	DDX55	ENSG00000111364	protein_coding
chr6	29555515	29559732	-	UBD	ENSG00000213886	protein_coding
chr12	109477402	109536705	+	UBE3B	ENSG00000151148	protein_coding
chr6	99369401	99394195	-	COQ3	ENSG00000132423	protein_coding
chr5	24749374	24749772	-	TRPC6P6	ENSG00000250099	processed_pseudogene
chr14	73905267	73905636	+	ENSG00000270140	ENSG00000270140	lncRNA
chr18	13203774	13216367	-	ENSG00000267239	ENSG00000267239	lncRNA
chr14	20983155	20985066	-	ENSG00000258599	ENSG00000258599	processed_pseudogene
chr16	51017544	51035784	+	LINC02127	ENSG00000261637	lncRNA
chr16	23446446	23447282	-	ENSG00000259782	ENSG00000259782	lncRNA
chr11	19502672	19507229	-	NAV2-AS5	ENSG00000255043	lncRNA
chr19	3052910	3063107	-	TLE5	ENSG00000104964	protein_coding
chr3	153607377	153607479	+	Y_RNA	ENSG00000200162	misc_RNA
chr17	50696644	50696760	+	Y_RNA	ENSG00000201340	misc_RNA
chr9	34832295	34838493	-	FAM205BP	ENSG00000257198	transcribed_unprocessed_pseudogene
chr11	75260129	75262466	-	ENSG00000279117	ENSG00000279117	TEC
chr16	87212122	87226430	+	ENSG00000261095	ENSG00000261095	lncRNA
chr11	59531754	59532695	+	OR4D7P	ENSG00000254770	unprocessed_pseudogene
chr19	35904401	35908295	-	TYROBP	ENSG00000011600	protein_coding
chr4	137645265	137655174	-	ENSG00000250126	ENSG00000250126	lncRNA
chr3	129591349	129591635	+	RN7SL752P	ENSG00000239437	misc_RNA
chr2	15564170	15573868	+	ENSG00000234022	ENSG00000234022	lncRNA
chr2	173166446	173282036	-	MAP3K20-AS1	ENSG00000238133	lncRNA
chr20	33187391	33188292	+	SOCS2P1	ENSG00000237662	processed_pseudogene
chr13	111095838	111103097	+	LINC00368	ENSG00000225870	lncRNA
chr12	5531869	5946232	-	ANO2	ENSG00000047617	protein_coding
chr5	145936578	146081791	+	SH3RF2	ENSG00000156463	protein_coding
chr2	169727872	169728003	+	ENSG00000206961	ENSG00000206961	snoRNA
chr17	16438767	16480249	+	SNHG29	ENSG00000175061	lncRNA
chr15	92592574	92596462	-	ENSG00000260337	ENSG00000260337	lncRNA
chr18	9102011	9102492	-	ENSG00000288939	ENSG00000288939	lncRNA
chr3	5252926	5253223	-	RN7SL553P	ENSG00000241227	misc_RNA
chr16	67987746	68079320	+	DUS2	ENSG00000167264	protein_coding
chr12	101936216	101936674	+	ENSG00000241917	ENSG00000241917	processed_pseudogene
chr4	112515385	112546881	+	NEUROG2-AS1	ENSG00000249509	lncRNA
chrY	24833843	24907040	+	DAZ4	ENSG00000205916	protein_coding
chr5	86617928	86620962	+	COX7C	ENSG00000127184	protein_coding
chr11	82963681	83039115	-	ENSG00000254698	ENSG00000254698	lncRNA
chr7	39404569	39406579	-	POU6F2-AS1	ENSG00000224122	lncRNA
chr5	127290796	127465737	+	MEGF10	ENSG00000145794	protein_coding
chr10	119029714	119033730	+	NANOS1	ENSG00000188613	protein_coding
chr17	59331655	59401729	+	YPEL2	ENSG00000175155	protein_coding
chr2	86364136	86364265	+	ENSG00000251974	ENSG00000251974	snoRNA
chr22	20889206	20891214	-	ENSG00000272600	ENSG00000272600	lncRNA
chr19	956485	958149	+	ENSG00000275162	ENSG00000275162	lncRNA
chr15	57953424	58497866	-	ALDH1A2	ENSG00000128918	protein_coding
chr20	41331123	41331660	+	ADI1P1	ENSG00000235102	processed_pseudogene
chr22	18102457	18103649	-	ARL2BPP10	ENSG00000225225	processed_pseudogene
chr2	23357516	23360376	-	ENSG00000223634	ENSG00000223634	lncRNA
chr10	30693662	30698463	+	ENSG00000290952	ENSG00000290952	lncRNA
chr4	148146471	148208880	+	ENSG00000250354	ENSG00000250354	lncRNA
chr15	28524151	28524440	-	Metazoa_SRP	ENSG00000276955	misc_RNA
chr8	105662352	105685765	-	ENSG00000253420	ENSG00000253420	lncRNA
chr17	56888880	56891841	+	ENSG00000262112	ENSG00000262112	lncRNA
chr11	33171381	33171490	-	Y_RNA	ENSG00000206808	misc_RNA
chr11	18836304	18837081	+	MRGPRX8P	ENSG00000276789	processed_pseudogene
chr22	18883502	18884682	-	ENSG00000279987	ENSG00000279987	lncRNA
chr12	47463087	47463621	+	ADI1P3	ENSG00000258369	processed_pseudogene
chr8	26422593	26423929	+	ENSG00000253430	ENSG00000253430	lncRNA
chr6	170736173	170737777	-	ENSG00000225532	ENSG00000225532	lncRNA
chr10	74120255	74150842	-	AP3M1	ENSG00000185009	protein_coding
chr1	232843386	232897660	+	ENSG00000286774	ENSG00000286774	lncRNA
chrX	134169378	134169452	-	MIR363	ENSG00000284499	miRNA
chr10	61901684	62096944	+	ARID5B	ENSG00000150347	protein_coding
chr19	197961	200775	+	ENSG00000282051	ENSG00000282051	transcribed_processed_pseudogene
chr13	21319156	21320866	+	GRK6P1	ENSG00000215571	processed_pseudogene
chr2	211375717	212538841	-	ERBB4	ENSG00000178568	protein_coding
chr10	128026878	128029444	-	ENSG00000287427	ENSG00000287427	lncRNA
chrX	30617454	30617693	+	CKS1BP6	ENSG00000178556	processed_pseudogene
chr1	153070226	153071611	-	SPRR2B	ENSG00000196805	protein_coding
chr1	200054061	200054165	+	RNU6-570P	ENSG00000252860	snRNA
chr2	20586248	20586686	-	ENSG00000269976	ENSG00000269976	lncRNA
chr1	206770764	206842981	+	IL19	ENSG00000142224	protein_coding
chr4	164877178	164898965	+	APELA	ENSG00000248329	protein_coding
chr2	131795136	131796178	-	CDRT15P3	ENSG00000186825	transcribed_unprocessed_pseudogene
chr15	79668342	79668816	-	ENSG00000259208	ENSG00000259208	processed_pseudogene
chr3	52287089	52295257	+	GLYCTK	ENSG00000168237	protein_coding
chr2	208142573	208146158	-	CRYGB	ENSG00000182187	protein_coding
chr14	21148370	21159060	-	OR5AU1	ENSG00000169327	protein_coding
chr2	61416887	61417197	-	ENSG00000234624	ENSG00000234624	processed_pseudogene
chr12	7438780	7439990	-	ENSG00000255836	ENSG00000255836	processed_pseudogene
chr19	15871667	15871852	-	CYP4F36P	ENSG00000273330	unprocessed_pseudogene
chr1	116532936	116534092	-	NAP1L4P1	ENSG00000177173	processed_pseudogene
chr15	51314032	51314107	-	MIR7973-2	ENSG00000283614	miRNA
chr2	232442034	232447418	+	DIS3L2P1	ENSG00000223788	unprocessed_pseudogene
chrX	16786432	16844519	+	TXLNG	ENSG00000086712	protein_coding
chr10	72560264	72560456	+	COX7CP4	ENSG00000230609	processed_pseudogene
chr10	59788747	59906556	-	CCDC6	ENSG00000108091	protein_coding
chr8	48318504	48319688	+	ENSG00000289275	ENSG00000289275	lncRNA
chr4	22594196	22594450	+	RPS27P13	ENSG00000244538	processed_pseudogene
chr2	216866332	216867813	-	ENSG00000237479	ENSG00000237479	lncRNA
chr1	65415816	65416006	+	RNU2-15P	ENSG00000222624	snRNA
chr8	31536630	31546735	+	ENSG00000287204	ENSG00000287204	lncRNA
chr6	32078508	32078628	-	RNA5SP206	ENSG00000252512	rRNA_pseudogene
chr7	44114631	44124358	-	POLD2	ENSG00000106628	protein_coding
chr2	207166400	207166498	+	MIR7845	ENSG00000277590	miRNA
chr1	226061851	226072019	+	H3-3A	ENSG00000163041	protein_coding
chr12	190077	214570	-	SLC6A12	ENSG00000111181	protein_coding
chr12	2954240	2954338	-	RNU6-1315P	ENSG00000252996	snRNA
chr6	143857318	143938471	+	ENSG00000280148	ENSG00000280148	protein_coding
chr17	67973934	67976072	+	ENSG00000279880	ENSG00000279880	TEC
chr14	64422935	64448557	-	ENSG00000258824	ENSG00000258824	lncRNA
chr9	42568865	42569315	+	ENSG00000212952	ENSG00000212952	processed_pseudogene
chr5	176049678	176062021	-	ENSG00000248469	ENSG00000248469	lncRNA
chr17	49361150	49369998	+	ZNF652-AS1	ENSG00000248714	lncRNA
chr2	231781671	231809254	+	COPS7B	ENSG00000144524	protein_coding
chr13	46717423	46717688	+	ENSG00000278462	ENSG00000278462	lncRNA
chr11	8682788	8714759	+	RPL27A	ENSG00000166441	protein_coding
chr12	23108458	23108493	-	ENSG00000256353	ENSG00000256353	processed_pseudogene
chr16	30064306	30064825	-	ENSG00000274904	ENSG00000274904	lncRNA
chr14	100957166	100957237	+	SNORD114-6	ENSG00000201263	snoRNA
chr11	1256605	1256670	+	MIR6744	ENSG00000275669	miRNA
chr19	24033401	24077377	+	ENSG00000268362	ENSG00000268362	lncRNA
chr10	89139044	89139458	+	ENSG00000233292	ENSG00000233292	processed_pseudogene
chr7	6016877	6017011	+	SNORA80D	ENSG00000207217	snoRNA
chrX	51030422	51031357	-	ENSG00000227493	ENSG00000227493	unprocessed_pseudogene
chr7	66987680	66995693	-	SBDS	ENSG00000126524	protein_coding
chr4	78008512	78008688	-	ENSG00000249072	ENSG00000249072	processed_pseudogene
chr7	64207203	64220290	+	ZNF735	ENSG00000223614	protein_coding
chr3	98197211	98198138	+	OR5H5P	ENSG00000249321	unprocessed_pseudogene
chr1	53441268	53441346	-	ENSG00000288527	ENSG00000288527	processed_pseudogene
chr5	140157319	140173051	+	ENSG00000254363	ENSG00000254363	lncRNA
chr2	140992543	140992659	+	Y_RNA	ENSG00000201892	misc_RNA
chr3	72996803	73069198	+	PPP4R2	ENSG00000163605	protein_coding
chr10	42149310	42149549	-	KSR1P1	ENSG00000229485	processed_pseudogene
chr4	49238032	49245419	-	ENSG00000237961	ENSG00000237961	processed_pseudogene
chr10	27999788	28049615	+	ENSG00000233472	ENSG00000233472	lncRNA
chr1	179201487	179201627	+	ENSG00000201619	ENSG00000201619	snoRNA
chr1	222589825	222593843	+	TAF1A-AS1	ENSG00000225265	lncRNA
chr1	80451083	80452004	-	HNRNPA1P64	ENSG00000213559	processed_pseudogene
chr15	70503907	70505928	-	LINC02205	ENSG00000259473	lncRNA
chr17	38089399	38089500	+	Y_RNA	ENSG00000275006	misc_RNA
chr18	31318160	31359246	+	DSG1	ENSG00000134760	protein_coding
chr11	112086903	112193805	+	ENSG00000255292	ENSG00000255292	protein_coding
chr10	22345445	22454224	+	SPAG6	ENSG00000077327	protein_coding
chr6	3033183	3033288	+	ENSG00000274855	ENSG00000274855	processed_pseudogene
chr15	71818396	71823384	+	ENSG00000260037	ENSG00000260037	lncRNA
chr13	31134973	31162388	-	HSPH1	ENSG00000120694	protein_coding
chr2	139668547	139669305	+	MRPS18BP2	ENSG00000235232	processed_pseudogene
chr3	129315392	129326225	+	H1-10-AS1	ENSG00000206417	lncRNA
chr18	45646153	45647937	+	ENSG00000266968	ENSG00000266968	lncRNA
chr5	106815197	107011052	-	LINC01950	ENSG00000251027	lncRNA
chr2	24968958	24969224	-	RPS13P5	ENSG00000237953	processed_pseudogene
chr2	170690564	170690742	+	ENSG00000275414	ENSG00000275414	misc_RNA
chr11	58878302	58892972	+	ENSG00000290884	ENSG00000290884	lncRNA
chr4	122879778	122885805	-	ENSG00000273007	ENSG00000273007	lncRNA
chr9	21367372	21368057	-	IFNA13	ENSG00000233816	protein_coding
chr19	39530987	39532852	-	EID2B	ENSG00000176401	protein_coding
chr2	32165841	32224379	+	SLC30A6	ENSG00000152683	protein_coding
chr7	44026951	44039008	-	ENSG00000290758	ENSG00000290758	lncRNA
chr22	22692778	22693312	-	ENSG00000223999	ENSG00000223999	lncRNA
chr12	115332146	115332566	-	ENSG00000276972	ENSG00000276972	lncRNA
chr2	212999691	213152427	-	IKZF2	ENSG00000030419	protein_coding
chr9	122940539	122941260	-	ENSG00000286718	ENSG00000286718	lncRNA
chr3	172889357	173141235	-	SPATA16	ENSG00000144962	protein_coding
chr3	64511755	64511857	+	RNU6-739P	ENSG00000212340	snRNA
chr17	82273748	82279645	+	ENSG00000287737	ENSG00000287737	lncRNA
chrX	12867072	12890361	+	TLR7	ENSG00000196664	protein_coding
chr18	35383354	35384025	-	RPL7AP67	ENSG00000239683	processed_pseudogene
chr17	76561109	76561192	+	SNORD1B	ENSG00000199961	snoRNA
chr22	43151547	43163242	+	TSPO	ENSG00000100300	protein_coding
chr2	148863564	148863804	-	UBBP3	ENSG00000223962	processed_pseudogene
chr16	2235816	2238711	+	DNASE1L2	ENSG00000167968	protein_coding
chrX	47840963	47841702	-	RPL7P57	ENSG00000224401	processed_pseudogene
chr3	153431856	153502697	+	LINC02877	ENSG00000237787	lncRNA
chr6	33721662	33746905	-	IP6K3	ENSG00000161896	protein_coding
chr15	100645434	100646655	-	ENSG00000259381	ENSG00000259381	processed_pseudogene
chr6	35539838	35546573	+	ENSG00000228559	ENSG00000228559	lncRNA
chr11	71845196	71845245	-	RNA5SP342	ENSG00000252902	rRNA_pseudogene
chr15	90930180	90954093	+	UNC45A	ENSG00000140553	protein_coding
chr1	117364899	117365473	-	ENSG00000271427	ENSG00000271427	lncRNA
chr20	45898621	45912155	-	PLTP	ENSG00000100979	protein_coding
chr15	30098826	30102093	-	DNM1P28	ENSG00000261792	unprocessed_pseudogene
chr1	112396214	112463456	+	CTTNBP2NL	ENSG00000143079	protein_coding
chr17	74274234	74314884	+	DNAI2	ENSG00000171595	protein_coding
chr2	189661385	189670831	+	ASNSD1	ENSG00000138381	protein_coding
chr3	191213291	191234605	-	OSTN-AS1	ENSG00000233308	lncRNA
chr19	53879190	53907652	+	PRKCG	ENSG00000126583	protein_coding
chr1	159276503	159277111	+	MPTX1	ENSG00000215846	processed_pseudogene
chr1	143541768	143572834	+	ENSG00000203825	ENSG00000203825	unprocessed_pseudogene
chr6	140761529	140762262	+	RPS3AP24	ENSG00000217684	processed_pseudogene
chr17	72645949	73092712	-	SLC39A11	ENSG00000133195	protein_coding
chr2	177218667	177392756	-	NFE2L2	ENSG00000116044	protein_coding
chr7	142899365	142900759	-	ENSG00000286569	ENSG00000286569	lncRNA
chr1	147994301	148009592	-	PDZK1P1	ENSG00000215859	transcribed_unprocessed_pseudogene
chr1	169957942	169958246	-	RN7SL269P	ENSG00000243051	misc_RNA
chr11	28287235	28287625	-	ENSG00000238149	ENSG00000238149	processed_pseudogene
chrX	80529037	80530027	+	HNRNPH3P1	ENSG00000230247	processed_pseudogene
chr16	14275508	14275600	+	Y_RNA	ENSG00000201075	misc_RNA
chr11	20119684	20120632	-	NAV2-AS1	ENSG00000254894	lncRNA
chr18	21529284	21600884	-	ESCO1	ENSG00000141446	protein_coding
chr15	84467901	84468147	+	Metazoa_SRP	ENSG00000278785	misc_RNA
chr11	73405297	73410682	+	ENSG00000256448	ENSG00000256448	lncRNA
chr14	49598761	49614672	+	LRR1	ENSG00000165501	protein_coding
chr14	106184901	106185394	-	IGHV1-18	ENSG00000211945	IG_V_gene
chr20	25669857	25670386	-	MED28P7	ENSG00000236542	processed_pseudogene
chr22	32327064	32343105	-	ENSG00000234626	ENSG00000234626	lncRNA
chr3	75356467	75357501	-	OR7E22P	ENSG00000179799	transcribed_unprocessed_pseudogene
chr15	79984151	79985724	+	ENSG00000271364	ENSG00000271364	processed_pseudogene
chr13	77569175	77586812	-	ENSG00000287270	ENSG00000287270	lncRNA
chr3	132680609	132722432	-	NPHP3	ENSG00000113971	protein_coding
chr21	43772511	43776330	-	CSTB	ENSG00000160213	protein_coding
chr7	32758882	32759353	+	ENSG00000273014	ENSG00000273014	lncRNA
chr9	40223285	40266392	+	ENSG00000291287	ENSG00000291287	lncRNA
chr4	10254926	10256621	-	RAF1P1	ENSG00000250040	processed_pseudogene
chr6	157872571	157875210	-	ENSG00000229502	ENSG00000229502	lncRNA
chr1	26410817	26429728	+	LIN28A	ENSG00000131914	protein_coding
chr11	56476287	56484839	-	ENSG00000290753	ENSG00000290753	lncRNA
chr17	6772831	6776116	-	PRAL	ENSG00000279296	TEC
chr15	58410569	58569844	+	LIPC	ENSG00000166035	protein_coding
chr7	51614251	51630870	+	ENSG00000229403	ENSG00000229403	lncRNA
chr5	54310711	54311428	+	ENSG00000288957	ENSG00000288957	lncRNA
chr16	29804430	29804990	-	ENSG00000275857	ENSG00000275857	lncRNA
chr20	50299876	50321486	-	LINC01271	ENSG00000233077	lncRNA
chr1	174967328	174967944	+	ENSG00000289425	ENSG00000289425	lncRNA
chr6	121580332	121580521	-	RNU2-8P	ENSG00000222659	snRNA
chr2	230520594	230580006	-	ENSG00000235419	ENSG00000235419	lncRNA
chr2	51977787	52022435	-	ENSG00000287344	ENSG00000287344	lncRNA
chr17	74203582	74210655	+	RPL38	ENSG00000172809	protein_coding
chr20	21424758	21425041	-	RN7SKP140	ENSG00000223128	misc_RNA
chr1	11425257	11425821	-	MTCYBP45	ENSG00000224338	processed_pseudogene
chr5	132199456	132203487	+	ENSG00000224431	ENSG00000224431	processed_pseudogene
chr11	65961728	65980137	+	SART1	ENSG00000175467	protein_coding
chr20	56688401	56688695	+	RN7SL170P	ENSG00000241821	misc_RNA
chr17	59400488	59403303	-	ENSG00000266002	ENSG00000266002	lncRNA
chr2	74152528	74178898	-	MOB1A	ENSG00000114978	protein_coding
chr15	101842119	101850324	+	OR4F13P	ENSG00000291191	lncRNA
chr1	159171609	159203313	+	CADM3	ENSG00000162706	protein_coding
chr22	49534062	49534926	+	ENSG00000279597	ENSG00000279597	lncRNA
chr3	112896631	112897462	-	CD200R1P1	ENSG00000289742	unprocessed_pseudogene
chr2	86440647	86492716	+	KDM3A	ENSG00000115548	protein_coding
chr3	137791973	137796678	+	ENSG00000261146	ENSG00000261146	lncRNA
chr17	58353676	58417595	-	RNF43	ENSG00000108375	protein_coding
chr11	62169293	62169828	+	EEF1DP8	ENSG00000236607	processed_pseudogene
